#ngrain = 30
#ntemps = 1000
3.000000000000001e-08 1.0 2.7264804082006595e-09 3.817073310349112e-09
3.000000000000001e-08 1.0115911122238297 2.7900523985686887e-09 3.906074292624999e-09
3.000000000000001e-08 1.023316578330245 2.8551066204199107e-09 3.997150447308723e-09
3.000000000000001e-08 1.0351779556301763 2.921677623093353e-09 4.090350154500604e-09
3.000000000000001e-08 1.0471768194855202 2.9898007591906603e-09 4.1857229211665985e-09
3.000000000000001e-08 1.05931476351837 3.059512202884306e-09 4.283319407200444e-09
3.000000000000001e-08 1.0715933998226712 3.1308489685724785e-09 4.383191452041985e-09
3.000000000000001e-08 1.084014359178331 3.2038489299249886e-09 4.485392101923571e-09
3.000000000000001e-08 1.0965792912678098 3.278550839254843e-09 4.589975637663869e-09
3.000000000000001e-08 1.1092898648952227 3.354994347194614e-09 4.69699760299193e-09
3.000000000000001e-08 1.1221477682079803 3.4332200229045615e-09 4.806514833732248e-09
3.000000000000001e-08 1.135154708920999 3.513269374393767e-09 4.91858548727919e-09
3.000000000000001e-08 1.148312414543511 3.5951848693167285e-09 5.033269072883644e-09
3.000000000000001e-08 1.161622632608502 3.679009956118194e-09 5.150626482591086e-09
3.000000000000001e-08 1.1750871309048077 3.764789085421986e-09 5.270720022703296e-09
3.000000000000001e-08 1.1887076977119033 3.852567731796525e-09 5.393613445969513e-09
3.000000000000001e-08 1.2024861420374122 3.942392415833544e-09 5.519371984439302e-09
3.000000000000001e-08 1.216424293857368 4.0343107264468755e-09 5.648062382869514e-09
3.000000000000001e-08 1.2305240043592616 4.1283713435419056e-09 5.779752932920396e-09
3.000000000000001e-08 1.2447871461879063 4.224624060898392e-09 5.914513507946181e-09
3.000000000000001e-08 1.259215613694151 4.323119809353258e-09 6.052415598528506e-09
3.000000000000001e-08 1.2738113231864785 4.423910680180143e-09 6.193532348636524e-09
3.000000000000001e-08 1.288576213185518 4.527049948690403e-09 6.3379385924779575e-09
3.000000000000001e-08 1.303512244681509 4.6325920980676696e-09 6.485710892089041e-09
3.000000000000001e-08 1.3186214013947486 4.740592843402087e-09 6.63692757564792e-09
3.000000000000001e-08 1.333905690039059 4.851109155823845e-09 6.79166877640407e-09
3.000000000000001e-08 1.3493671405883068 4.964199286877746e-09 6.950016472456063e-09
3.000000000000001e-08 1.365007806546014 5.0799227929422965e-09 7.112054527137393e-09
3.000000000000001e-08 1.3808297652180925 5.198340559848521e-09 7.277868730262666e-09
3.000000000000001e-08 1.39683511798874 5.319514827537458e-09 7.447546840044468e-09
3.000000000000001e-08 1.413025990599534 5.4435092148155076e-09 7.621178625799437e-09
3.000000000000001e-08 1.4294045334317613 5.570388744192712e-09 7.798855911458441e-09
3.000000000000001e-08 1.4459729217920199 5.700219866736369e-09 7.980672619821592e-09
3.000000000000001e-08 1.46273335620113 5.833070487017249e-09 8.166724817701192e-09
3.000000000000001e-08 1.4796880626863964 5.969009988019125e-09 8.357110761805907e-09
3.000000000000001e-08 1.4968392930772558 6.108109256136712e-09 8.551930945574138e-09
3.000000000000001e-08 1.5141893253043521 6.250440706151853e-09 8.751288146834489e-09
3.000000000000001e-08 1.53174046370208 6.396078306229913e-09 8.955287476382093e-09
3.000000000000001e-08 1.5494950393146318 6.545097602929192e-09 9.164036427489311e-09
3.000000000000001e-08 1.5674554102055953 6.697575746250249e-09 9.377644926414855e-09
