1.0004e+00 9.4891e-01 
1.0729e+00 5.1092e-02 
1.1508e+00 1.2036e-07 
1.2343e+00 2.4553e-08 
1.3239e+00 1.8994e-08 
1.4200e+00 1.5029e-08 
1.5231e+00 1.2114e-08 
1.6337e+00 9.8639e-09 
1.7525e+00 8.1050e-09 
1.8797e+00 6.7167e-09 
2.0164e+00 5.6011e-09 
2.1630e+00 4.6963e-09 
2.3203e+00 3.9557e-09 
2.4892e+00 3.3450e-09 
2.6702e+00 2.8389e-09 
2.8647e+00 2.4154e-09 
3.0734e+00 1.9283e-09 
3.2972e+00 1.4061e-09 
3.5374e+00 1.0647e-09 
3.7955e+00 8.2723e-10 
4.0723e+00 6.5528e-10 
4.3698e+00 5.2648e-10 
4.6889e+00 4.2789e-10 
5.0317e+00 1.1422e-09 
5.4000e+00 4.9196e-10 
5.7952e+00 2.9179e-10 
6.2200e+00 1.9592e-10 
6.6760e+00 1.4069e-10 
7.1660e+00 1.0529e-10 
7.6923e+00 8.1052e-11 
8.2579e+00 6.3661e-11 
8.8659e+00 5.0762e-11 
9.5198e+00 5.3207e-11 
1.0222e+01 3.3067e-11 
1.0978e+01 2.2680e-11 
1.1790e+01 1.6461e-11 
1.2664e+01 1.2383e-11 
1.3605e+01 9.1328e-12 
1.4617e+01 6.7979e-12 
1.5706e+01 5.2594e-12 
1.6879e+01 3.8141e-12 
1.8142e+01 2.8643e-12 
1.9503e+01 2.2066e-12 
2.0970e+01 1.6943e-12 
2.2551e+01 1.3232e-12 
2.4256e+01 1.0466e-12 
2.6096e+01 8.3518e-13 
2.8082e+01 6.7448e-13 
3.0226e+01 5.4805e-13 
3.2541e+01 4.4901e-13 
3.5044e+01 3.6908e-13 
3.7750e+01 3.0483e-13 
4.0680e+01 2.5198e-13 
4.3851e+01 2.0853e-13 
4.7284e+01 1.7264e-13 
5.1010e+01 1.4287e-13 
5.5048e+01 1.1819e-13 
5.9435e+01 9.7884e-14 
6.4199e+01 8.1230e-14 
6.9382e+01 6.7433e-14 
7.5023e+01 5.6147e-14 
8.1165e+01 4.6932e-14 
8.7869e+01 3.9294e-14 
9.5189e+01 3.2960e-14 
1.0319e+02 2.7717e-14 
1.1196e+02 2.3308e-14 
1.2156e+02 1.9588e-14 
1.3210e+02 1.6426e-14 
1.4369e+02 1.3716e-14 
1.5646e+02 1.1391e-14 
1.7055e+02 9.3977e-15 
1.8613e+02 7.6901e-15 
2.0339e+02 6.2385e-15 
2.2256e+02 5.0163e-15 
2.4390e+02 3.9959e-15 
2.6774e+02 3.1532e-15 
2.9443e+02 2.4666e-15 
3.2443e+02 1.9115e-15 
3.5825e+02 1.4679e-15 
3.9652e+02 1.1166e-15 
4.4004e+02 8.4043e-16 
4.8971e+02 6.2557e-16 
5.4678e+02 4.5945e-16 
6.1262e+02 3.3262e-16 
6.8907e+02 2.3680e-16 
7.7839e+02 1.6538e-16 
8.8345e+02 1.1311e-16 
1.0079e+03 7.5473e-17 
1.1563e+03 4.8991e-17 
1.3348e+03 3.0839e-17 
1.5510e+03 1.8750e-17 
1.8143e+03 1.0986e-17 
2.1377e+03 6.1809e-18 
2.5367e+03 3.3296e-18 
3.0315e+03 1.7128e-18 
3.6476e+03 8.3739e-19 
4.4173e+03 3.8524e-19 
5.3801e+03 1.6323e-19 
6.5866e+03 6.0218e-20 
8.1003e+03 1.3997e-20 
