# ngrain = 30
# nvels  = 30
# ntemps = 30
3.000000000000001e-08 0.0 0.0 1000.0 1.9673642038544408e-171 0.0 
3.000000000000001e-08 0.0 0.0 1743.3288221999874 7.429250298619285e-96 0.0 
3.000000000000001e-08 0.0 0.0 3039.195382313198 1.1714363057301619e-52 0.0 
3.000000000000001e-08 0.0 0.0 5298.316906283708 4.934462586757959e-28 0.0 
3.000000000000001e-08 0.0 0.0 9236.708571873865 4.6129884460478416e-14 0.0 
3.000000000000001e-08 0.0 0.0 16102.620275609392 1.7774130740669274e-05 0.0 
3.000000000000001e-08 0.0 0.0 28072.162039411756 0.708218014568679 0.0 
3.000000000000001e-08 0.0 0.0 48939.00918477499 46.56802821015343 0.0 
3.000000000000001e-08 0.0 0.0 85316.78524172814 540.2809415172422 0.0 
3.000000000000001e-08 0.0 0.0 148735.21072935118 1990.7866394145058 0.0 
3.000000000000001e-08 0.0 0.0 259294.3797404667 470.60004124634463 0.0 
3.000000000000001e-08 0.0 0.0 452035.36563602404 3266.677497175829 0.0 
3.000000000000001e-08 0.0 0.0 788046.2815669904 2303.363038211557 0.0 
3.000000000000001e-08 0.0 0.0 1373823.7958832637 1327.8412324582425 0.0 
3.000000000000001e-08 0.0 0.0 2395026.619987486 679.6706150685393 0.0 
3.000000000000001e-08 0.0 0.0 4175318.936560409 324.5719227526799 0.0 
3.000000000000001e-08 0.0 0.0 7278953.843983161 148.9053040851571 0.0 
3.000000000000001e-08 0.0 0.0 12689610.031679234 66.74803709800403 0.0 
3.000000000000001e-08 0.0 0.0 22122162.9107045 29.524535558344905 0.0 
3.000000000000001e-08 0.0 0.0 38566204.211634725 12.960070873424723 0.0 
3.000000000000001e-08 0.0 0.0 67233575.36499335 5.663276165264275 0.0 
3.000000000000001e-08 0.0 0.0 117210229.75334841 2.4688183619962034 0.0 
3.000000000000001e-08 0.0 0.0 204335971.78569397 1.0746546007550686 0.0 
3.000000000000001e-08 0.0 0.0 356224789.0262451 0.4674016112353467 0.0 
3.000000000000001e-08 0.0 0.0 621016941.8915603 0.2031866564855978 0.0 
3.000000000000001e-08 0.0 0.0 1082636733.8740563 0.08830469669400443 0.0 
3.000000000000001e-08 0.0 0.0 1887391822.1350996 0.038370699674581725 0.0 
3.000000000000001e-08 0.0 0.0 3290344562.312671 0.01667218666815282 0.0 
3.000000000000001e-08 0.0 0.0 5736152510.448682 0.007243690402794881 0.0 
3.000000000000001e-08 0.0 0.0 10000000000.0 0.00314695009218398 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 1000.0 0.1769848947631017 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 1743.3288221999874 0.20570628004918334 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 3039.195382313198 0.25009610774501784 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 5298.316906283708 0.3412426462394379 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 9236.708571873865 1.3358807070370937 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 16102.620275609392 11.009717782668682 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 28072.162039411756 69.59935980096068 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 48939.00918477499 345.7855227410677 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 85316.78524172814 1178.8797878929158 0.0 
3.000000000000001e-08 2210434.304163577 2339746.330801218 148735.21072935118 2524.577769042158 0.0 
